var,state,year,value,occupation_group
"Accountants, Auditors and Company Secretaries",base,2033,267.4995,O1 MANAGERS
"Accountants, Auditors and Company Secretaries",base,2034,272.1831,O1 MANAGERS
"Accountants, Auditors and Company Secretaries",base,2035,276.8761,O1 MANAGERS
"Accountants, Auditors and Company Secretaries",base,2036,281.5788,O1 MANAGERS
"Accountants, Auditors and Company Secretaries",base,2037,286.2922,O1 MANAGERS
"Accountants, Auditors and Company Secretaries",base,2038,291.0222,O1 MANAGERS
"Accountants, Auditors and Company Secretaries",base,2039,295.7702,O1 MANAGERS
"Accountants, Auditors and Company Secretaries",base,2040,300.537,O1 MANAGERS
"Accountants, Auditors and Company Secretaries",base,2041,305.3238,O1 MANAGERS
"Accountants, Auditors and Company Secretaries",base,2042,310.132,O1 MANAGERS
"Accountants, Auditors and Company Secretaries",base,2043,314.9625,O1 MANAGERS
"Accountants, Auditors and Company Secretaries",base,2044,319.8166,O1 MANAGERS
"Accountants, Auditors and Company Secretaries",base,2045,324.6963,O1 MANAGERS
"Accountants, Auditors and Company Secretaries",base,2046,329.6031,O1 MANAGERS
"Accountants, Auditors and Company Secretaries",base,2047,334.5392,O1 MANAGERS
"Accountants, Auditors and Company Secretaries",base,2048,339.5075,O1 MANAGERS
"Accountants, Auditors and Company Secretaries",base,2049,344.5111,O1 MANAGERS
"Accountants, Auditors and Company Secretaries",base,2050,349.553,O1 MANAGERS
"Financial Brokers and Dealers, and Investment Advisers",base,2020,94.0078,O1 MANAGERS
"Financial Brokers and Dealers, and Investment Advisers",base,2021,85.8184,O1 MANAGERS
"Financial Brokers and Dealers, and Investment Advisers",base,2022,89.7735,O1 MANAGERS
"Financial Brokers and Dealers, and Investment Advisers",base,2023,89.8298,O1 MANAGERS
"Financial Brokers and Dealers, and Investment Advisers",base,2024,91.4218,O1 MANAGERS
"Financial Brokers and Dealers, and Investment Advisers",base,2025,95.7583,O1 MANAGERS
"Financial Brokers and Dealers, and Investment Advisers",base,2026,97.6764,O1 MANAGERS
"Financial Brokers and Dealers, and Investment Advisers",base,2027,99.7758,O1 MANAGERS
"Financial Brokers and Dealers, and Investment Advisers",base,2028,101.8627,O1 MANAGERS
"Financial Brokers and Dealers, and Investment Advisers",base,2029,103.9623,O1 MANAGERS
"Financial Brokers and Dealers, and Investment Advisers",base,2030,106.0661,O1 MANAGERS
"Financial Brokers and Dealers, and Investment Advisers",base,2031,108.1738,O1 MANAGERS
"Financial Brokers and Dealers, and Investment Advisers",base,2032,110.2853,O1 MANAGERS
"Financial Brokers and Dealers, and Investment Advisers",base,2033,112.401,O1 MANAGERS
"Financial Brokers and Dealers, and Investment Advisers",base,2034,114.5212,O1 MANAGERS
"Financial Brokers and Dealers, and Investment Advisers",base,2035,116.6464,O1 MANAGERS
"Financial Brokers and Dealers, and Investment Advisers",base,2036,118.7773,O1 MANAGERS
"Financial Brokers and Dealers, and Investment Advisers",base,2037,120.9146,O1 MANAGERS
"Financial Brokers and Dealers, and Investment Advisers",base,2038,123.0611,O1 MANAGERS
"Financial Brokers and Dealers, and Investment Advisers",base,2039,125.2178,O1 MANAGERS
"Financial Brokers and Dealers, and Investment Advisers",base,2040,127.3853,O1 MANAGERS
"Financial Brokers and Dealers, and Investment Advisers",base,2041,129.5643,O1 MANAGERS
"Financial Brokers and Dealers, and Investment Advisers",base,2042,131.7555,O1 MANAGERS
"Financial Brokers and Dealers, and Investment Advisers",base,2043,133.9596,O1 MANAGERS
"Financial Brokers and Dealers, and Investment Advisers",base,2044,136.1772,O1 MANAGERS
"Financial Brokers and Dealers, and Investment Advisers",base,2045,138.4092,O1 MANAGERS
"Financial Brokers and Dealers, and Investment Advisers",base,2046,140.6563,O1 MANAGERS
"Financial Brokers and Dealers, and Investment Advisers",base,2047,142.9195,O1 MANAGERS
"Financial Brokers and Dealers, and Investment Advisers",base,2048,145.2001,O1 MANAGERS
"Financial Brokers and Dealers, and Investment Advisers",base,2049,147.4995,O1 MANAGERS
"Financial Brokers and Dealers, and Investment Advisers",base,2050,149.819,O1 MANAGERS
Human Resource and Training Professionals,base,2020,98.5611,O1 MANAGERS
Human Resource and Training Professionals,base,2021,99.0439,O1 MANAGERS
Human Resource and Training Professionals,base,2022,100.1495,O1 MANAGERS
Human Resource and Training Professionals,base,2023,101.172,O1 MANAGERS
Human Resource and Training Professionals,base,2024,102.896,O1 MANAGERS
Human Resource and Training Professionals,base,2025,104.4206,O1 MANAGERS
Human Resource and Training Professionals,base,2026,106.2271,O1 MANAGERS
Human Resource and Training Professionals,base,2027,108.115,O1 MANAGERS
Human Resource and Training Professionals,base,2028,110.0099,O1 MANAGERS
Human Resource and Training Professionals,base,2029,111.9214,O1 MANAGERS
Human Resource and Training Professionals,base,2030,113.8421,O1 MANAGERS
Human Resource and Training Professionals,base,2031,115.7706,O1 MANAGERS
Human Resource and Training Professionals,base,2032,117.7056,O1 MANAGERS
Human Resource and Training Professionals,base,2033,119.6464,O1 MANAGERS
Human Resource and Training Professionals,base,2034,121.5924,O1 MANAGERS
Human Resource and Training Professionals,base,2035,123.5434,O1 MANAGERS
Human Resource and Training Professionals,base,2036,125.4994,O1 MANAGERS
Human Resource and Training Professionals,base,2037,127.4608,O1 MANAGERS
Human Resource and Training Professionals,base,2038,129.4297,O1 MANAGERS
Human Resource and Training Professionals,base,2039,131.4065,O1 MANAGERS
Human Resource and Training Professionals,base,2040,133.3916,O1 MANAGERS
Human Resource and Training Professionals,base,2041,135.3852,O1 MANAGERS
Human Resource and Training Professionals,base,2042,137.3879,O1 MANAGERS
Human Resource and Training Professionals,base,2043,139.4,O1 MANAGERS
Human Resource and Training Professionals,base,2044,141.422,O1 MANAGERS
Human Resource and Training Professionals,base,2045,143.4547,O1 MANAGERS
Human Resource and Training Professionals,base,2046,145.4985,O1 MANAGERS
Human Resource and Training Professionals,base,2047,147.5544,O1 MANAGERS
Human Resource and Training Professionals,base,2048,149.6235,O1 MANAGERS
Human Resource and Training Professionals,base,2049,151.707,O1 MANAGERS
Human Resource and Training Professionals,base,2050,153.806,O1 MANAGERS
Information and Organisation Professionals,base,2020,165.6327,O1 MANAGERS
Information and Organisation Professionals,base,2021,166.6987,O1 MANAGERS
Information and Organisation Professionals,base,2022,167.5023,O1 MANAGERS
Information and Organisation Professionals,base,2023,168.6639,O1 MANAGERS
Information and Organisation Professionals,base,2024,171.7404,O1 MANAGERS
Information and Organisation Professionals,base,2025,173.3896,O1 MANAGERS
Information and Organisation Professionals,base,2026,176.3945,O1 MANAGERS
Information and Organisation Professionals,base,2027,179.3901,O1 MANAGERS
Information and Organisation Professionals,base,2028,182.4081,O1 MANAGERS
Information and Organisation Professionals,base,2029,185.4451,O1 MANAGERS
Information and Organisation Professionals,base,2030,188.4907,O1 MANAGERS
Information and Organisation Professionals,base,2031,191.5424,O1 MANAGERS
Information and Organisation Professionals,base,2032,194.5984,O1 MANAGERS
Information and Organisation Professionals,base,2033,197.6576,O1 MANAGERS
Information and Organisation Professionals,base,2034,200.7184,O1 MANAGERS
Information and Organisation Professionals,base,2035,203.7806,O1 MANAGERS
Information and Organisation Professionals,base,2036,206.844,O1 MANAGERS
Information and Organisation Professionals,base,2037,209.9091,O1 MANAGERS
Information and Organisation Professionals,base,2038,212.9794,O1 MANAGERS
Information and Organisation Professionals,base,2039,216.0557,O1 MANAGERS
Information and Organisation Professionals,base,2040,219.1382,O1 MANAGERS
Information and Organisation Professionals,base,2041,222.2276,O1 MANAGERS
Information and Organisation Professionals,base,2042,225.3244,O1 MANAGERS
Information and Organisation Professionals,base,2043,228.4292,O1 MANAGERS
Information and Organisation Professionals,base,2044,231.5427,O1 MANAGERS
Information and Organisation Professionals,base,2045,234.6658,O1 MANAGERS
Information and Organisation Professionals,base,2046,237.7994,O1 MANAGERS
Information and Organisation Professionals,base,2047,240.9448,O1 MANAGERS
Information and Organisation Professionals,base,2048,244.1037,O1 MANAGERS
Information and Organisation Professionals,base,2049,247.2781,O1 MANAGERS
Information and Organisation Professionals,base,2050,250.4697,O1 MANAGERS
"Sales, Marketing and Public Relations Professionals",base,2020,139.4749,O1 MANAGERS
"Sales, Marketing and Public Relations Professionals",base,2021,135.9564,O1 MANAGERS
"Sales, Marketing and Public Relations Professionals",base,2022,138.6129,O1 MANAGERS
"Sales, Marketing and Public Relations Professionals",base,2023,140.2382,O1 MANAGERS
"Sales, Marketing and Public Relations Professionals",base,2024,143.7624,O1 MANAGERS
"Sales, Marketing and Public Relations Professionals",base,2025,147.3552,O1 MANAGERS
"Sales, Marketing and Public Relations Professionals",base,2026,150.3125,O1 MANAGERS
"Sales, Marketing and Public Relations Professionals",base,2027,153.1307,O1 MANAGERS
"Sales, Marketing and Public Relations Professionals",base,2028,155.9834,O1 MANAGERS
"Sales, Marketing and Public Relations Professionals",base,2029,158.8516,O1 MANAGERS
"Sales, Marketing and Public Relations Professionals",base,2030,161.7278,O1 MANAGERS
"Sales, Marketing and Public Relations Professionals",base,2031,164.6107,O1 MANAGERS
"Sales, Marketing and Public Relations Professionals",base,2032,167.4991,O1 MANAGERS
"Sales, Marketing and Public Relations Professionals",base,2033,170.3922,O1 MANAGERS
"Sales, Marketing and Public Relations Professionals",base,2034,173.2886,O1 MANAGERS
"Sales, Marketing and Public Relations Professionals",base,2035,176.1884,O1 MANAGERS
"Sales, Marketing and Public Relations Professionals",base,2036,179.0916,O1 MANAGERS
"Sales, Marketing and Public Relations Professionals",base,2037,181.999,O1 MANAGERS
"Sales, Marketing and Public Relations Professionals",base,2038,184.9143,O1 MANAGERS
"Sales, Marketing and Public Relations Professionals",base,2039,187.8383,O1 MANAGERS
"Sales, Marketing and Public Relations Professionals",base,2040,190.7717,O1 MANAGERS
"Sales, Marketing and Public Relations Professionals",base,2041,193.7149,O1 MANAGERS
"Sales, Marketing and Public Relations Professionals",base,2042,196.6689,O1 MANAGERS
"Sales, Marketing and Public Relations Professionals",base,2043,199.6342,O1 MANAGERS
"Sales, Marketing and Public Relations Professionals",base,2044,202.6117,O1 MANAGERS
"Sales, Marketing and Public Relations Professionals",base,2045,205.6024,O1 MANAGERS
"Sales, Marketing and Public Relations Professionals",base,2046,208.6073,O1 MANAGERS
"Sales, Marketing and Public Relations Professionals",base,2047,211.6276,O1 MANAGERS
"Sales, Marketing and Public Relations Professionals",base,2048,214.6652,O1 MANAGERS
"Sales, Marketing and Public Relations Professionals",base,2049,217.7219,O1 MANAGERS
"Sales, Marketing and Public Relations Professionals",base,2050,220.7996,O1 MANAGERS
Air and Marine Transport Professionals,base,2020,25.815,O1 MANAGERS
Air and Marine Transport Professionals,base,2021,27.2121,O1 MANAGERS
Air and Marine Transport Professionals,base,2022,27.6731,O1 MANAGERS
Air and Marine Transport Professionals,base,2023,28.4074,O1 MANAGERS
Air and Marine Transport Professionals,base,2024,28.449,O1 MANAGERS
Air and Marine Transport Professionals,base,2025,28.6535,O1 MANAGERS
Air and Marine Transport Professionals,base,2026,29.1013,O1 MANAGERS
Air and Marine Transport Professionals,base,2027,29.5333,O1 MANAGERS
Air and Marine Transport Professionals,base,2028,29.9673,O1 MANAGERS
Air and Marine Transport Professionals,base,2029,30.402,O1 MANAGERS
Air and Marine Transport Professionals,base,2030,30.8357,O1 MANAGERS
Air and Marine Transport Professionals,base,2031,31.2687,O1 MANAGERS
Air and Marine Transport Professionals,base,2032,31.701,O1 MANAGERS
Air and Marine Transport Professionals,base,2033,32.1325,O1 MANAGERS
Air and Marine Transport Professionals,base,2034,32.563,O1 MANAGERS
Air and Marine Transport Professionals,base,2035,32.9928,O1 MANAGERS
Air and Marine Transport Professionals,base,2036,33.4218,O1 MANAGERS
Air and Marine Transport Professionals,base,2037,33.8504,O1 MANAGERS
Air and Marine Transport Professionals,base,2038,34.2792,O1 MANAGERS
Air and Marine Transport Professionals,base,2039,34.7084,O1 MANAGERS
Air and Marine Transport Professionals,base,2040,35.138,O1 MANAGERS
Air and Marine Transport Professionals,base,2041,35.5682,O1 MANAGERS
Air and Marine Transport Professionals,base,2042,35.999,O1 MANAGERS
Air and Marine Transport Professionals,base,2043,36.4306,O1 MANAGERS
Air and Marine Transport Professionals,base,2044,36.863,O1 MANAGERS
Air and Marine Transport Professionals,base,2045,37.2965,O1 MANAGERS
Air and Marine Transport Professionals,base,2046,37.7311,O1 MANAGERS
Air and Marine Transport Professionals,base,2047,38.1671,O1 MANAGERS
Air and Marine Transport Professionals,base,2048,38.6049,O1 MANAGERS
Air and Marine Transport Professionals,base,2049,39.0447,O1 MANAGERS
Air and Marine Transport Professionals,base,2050,39.4868,O1 MANAGERS
"Architects, Designers, Planners and Surveyors",base,2020,133.4905,O1 MANAGERS
"Architects, Designers, Planners and Surveyors",base,2021,130.8397,O1 MANAGERS
"Architects, Designers, Planners and Surveyors",base,2022,132.674,O1 MANAGERS
"Architects, Designers, Planners and Surveyors",base,2023,134.3427,O1 MANAGERS
"Architects, Designers, Planners and Surveyors",base,2024,138.3904,O1 MANAGERS
"Architects, Designers, Planners and Surveyors",base,2025,142.1018,O1 MANAGERS
"Architects, Designers, Planners and Surveyors",base,2026,145.0634,O1 MANAGERS
"Architects, Designers, Planners and Surveyors",base,2027,147.9422,O1 MANAGERS
"Architects, Designers, Planners and Surveyors",base,2028,150.8408,O1 MANAGERS
"Architects, Designers, Planners and Surveyors",base,2029,153.7535,O1 MANAGERS
"Architects, Designers, Planners and Surveyors",base,2030,156.6733,O1 MANAGERS
"Architects, Designers, Planners and Surveyors",base,2031,159.6,O1 MANAGERS
"Architects, Designers, Planners and Surveyors",base,2032,162.5328,O1 MANAGERS
"Architects, Designers, Planners and Surveyors",base,2033,165.4711,O1 MANAGERS
"Architects, Designers, Planners and Surveyors",base,2034,168.4137,O1 MANAGERS
"Architects, Designers, Planners and Surveyors",base,2035,171.3607,O1 MANAGERS
"Architects, Designers, Planners and Surveyors",base,2036,174.3121,O1 MANAGERS
"Architects, Designers, Planners and Surveyors",base,2037,177.2688,O1 MANAGERS
"Architects, Designers, Planners and Surveyors",base,2038,180.2343,O1 MANAGERS
"Architects, Designers, Planners and Surveyors",base,2039,183.2096,O1 MANAGERS
"Architects, Designers, Planners and Surveyors",base,2040,186.1954,O1 MANAGERS
"Architects, Designers, Planners and Surveyors",base,2041,189.1921,O1 MANAGERS
"Architects, Designers, Planners and Surveyors",base,2042,192.2009,O1 MANAGERS
"Architects, Designers, Planners and Surveyors",base,2043,195.2223,O1 MANAGERS
"Architects, Designers, Planners and Surveyors",base,2044,198.2571,O1 MANAGERS
"Architects, Designers, Planners and Surveyors",base,2045,201.3066,O1 MANAGERS
"Architects, Designers, Planners and Surveyors",base,2046,204.3718,O1 MANAGERS
"Architects, Designers, Planners and Surveyors",base,2047,207.4541,O1 MANAGERS
"Architects, Designers, Planners and Surveyors",base,2048,210.5552,O1 MANAGERS
"Architects, Designers, Planners and Surveyors",base,2049,213.6773,O1 MANAGERS
"Architects, Designers, Planners and Surveyors",base,2050,216.8222,O1 MANAGERS
Engineering Professionals,base,2020,160.1393,O1 MANAGERS
Engineering Professionals,base,2021,155.8738,O1 MANAGERS
Engineering Professionals,base,2022,157.6586,O1 MANAGERS
Engineering Professionals,base,2023,159.7223,O1 MANAGERS
Engineering Professionals,base,2024,164.1075,O1 MANAGERS
Engineering Professionals,base,2025,168.6018,O1 MANAGERS
Engineering Professionals,base,2026,171.2181,O1 MANAGERS
Engineering Professionals,base,2027,174.2082,O1 MANAGERS
Engineering Professionals,base,2028,177.1701,O1 MANAGERS
Engineering Professionals,base,2029,180.1615,O1 MANAGERS
Engineering Professionals,base,2030,183.1633,O1 MANAGERS
Engineering Professionals,base,2031,186.1714,O1 MANAGERS
Engineering Professionals,base,2032,189.182,O1 MANAGERS
Engineering Professionals,base,2033,192.1951,O1 MANAGERS
Engineering Professionals,base,2034,195.2108,O1 MANAGERS
Engineering Professionals,base,2035,198.2289,O1 MANAGERS
Engineering Professionals,base,2036,201.2496,O1 MANAGERS
Engineering Professionals,base,2037,204.2736,O1 MANAGERS
Engineering Professionals,base,2038,207.3054,O1 MANAGERS
Engineering Professionals,base,2039,210.3461,O1 MANAGERS
Engineering Professionals,base,2040,213.3961,O1 MANAGERS
Engineering Professionals,base,2041,216.4561,O1 MANAGERS
Engineering Professionals,base,2042,219.5272,O1 MANAGERS
Engineering Professionals,base,2043,222.6101,O1 MANAGERS
